annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_m2,age_bien,categorie_prix,categorie_surface,annee_publication,mois_publication,trimestre_publication
ANO000315,2024-08-16,Villa à vente - Fès,Fes,Medina,Villa,Vente,6975302,242.07,5,2,0,2024,28815,2,Luxe,Grand,2024,8,3
ANO000753,2024-08-17,Bureau à location - Marrakech,Marrakech,Medina,Bureau,Location,6219,103.17,0,0,8,1989,60,37,Economique,Moyen,2024,8,3
ANO001001,2024-08-18,Villa moderne Kenitra,Kenitra,Centre,Villa,Location,12553,181.17,4,2,0,2006,69,20,Economique,Grand,2024,8,3
ANO000928,2024-08-19,Beau Duplex Fès,Fes,Ville Nouvelle,Duplex,Vente,1410141,89.84,4,2,5,1984,15696,42,Haut Standing,Moyen,2024,8,3
ANO000390,2024-08-20,Appartement à vente - Casablanca,Casablanca,Hay Mohammadi,Appartement,Vente,617669,99.87,2,1,1,2012,6185,14,Moyen,Moyen,2024,8,3
ANO001150,2024-08-20,Appartement moderne Fès,Fes,Ville Nouvelle,Appartement,Vente,453404,75.31,3,1,2,1993,6021,33,Moyen,Petit,2024,8,3
ANO001474,2024-08-20,Beau Appartement Meknès,Meknes,Ville Nouvelle,Appartement,Vente,283798,119.24,3,1,1,2001,2380,25,Economique,Moyen,2024,8,3
ANO000351,2024-08-22,Appartement moderne Tanger,Tanger,Iberia,Appartement,Vente,474932,94.9,3,2,0,2013,5005,13,Moyen,Moyen,2024,8,3
ANO000208,2024-08-22,Beau Villa Agadir,Agadir,Talborjt,Villa,Vente,6707203,400.56,4,2,0,2020,16745,6,Luxe,Grand,2024,8,3
ANO000412,2024-08-23,Appartement 64m² Talborjt,Agadir,Talborjt,Appartement,Vente,3031884,64.91,2,2,0,2023,46709,3,Luxe,Petit,2024,8,3
ANO001090,2024-08-24,Villa 268m² Malabata,Tanger,Malabata,Villa,Vente,2010996,268.52,6,3,0,2015,7489,11,Haut Standing,Grand,2024,8,3
ANO001183,2024-08-24,Beau Villa Kenitra,Kenitra,Centre,Villa,Vente,2543533,367.32,3,2,0,2001,6925,25,Haut Standing,Grand,2024,8,3
ANO000971,2024-08-25,Appartement à vente - Rabat,Rabat,Hassan,Appartement,Vente,485760,93.96,3,2,0,1989,5170,37,Moyen,Moyen,2024,8,3
ANO000054,2024-08-25,Appartement à vente - Fès,Fes,Ville Nouvelle,Appartement,Vente,628786,60.63,2,2,2,2011,10371,15,Moyen,Petit,2024,8,3
ANO001310,2024-08-26,Beau Bureau Agadir,Agadir,Talborjt,Bureau,Vente,1384993,72.83,0,0,3,2011,19017,15,Haut Standing,Petit,2024,8,3
ANO000786,2024-08-26,Villa 220m² Centre,Kenitra,Centre,Villa,Vente,6391876,220.46,4,3,0,2011,28993,15,Luxe,Grand,2024,8,3
ANO000924,2024-08-26,Beau Terrain Tanger,Tanger,Centre Ville,Terrain,Location,2964,275.3,0,0,0,2004,11,22,Economique,Grand,2024,8,3
ANO000158,2024-08-26,Terrain 118m² Tanger,Tanger,Iberia,Terrain,Vente,109424,118.18,0,0,0,2020,926,6,Economique,Moyen,2024,8,3
ANO001059,2024-08-27,Terrain moderne Tétouan,Tetouan,M'diq,Terrain,Vente,499335,209.71,0,0,0,1998,2381,28,Moyen,Grand,2024,8,3
ANO000308,2024-08-27,Bureau 125m² Meknès,Meknes,Hamria,Bureau,Vente,789394,125.32,0,0,2,2004,6299,22,Moyen,Moyen,2024,8,3
ANO000224,2024-08-28,Villa moderne Tétouan,Tetouan,M'diq,Villa,Vente,2745753,349.69,4,2,0,1993,7852,33,Haut Standing,Grand,2024,8,3
ANO001169,2024-08-28,Appartement à vente - Rabat,Rabat,Ocean,Appartement,Vente,1799286,50.69,2,1,5,2004,35496,22,Haut Standing,Petit,2024,8,3
ANO000523,2024-08-28,Beau Villa Tanger,Tanger,Iberia,Villa,Vente,6100486,291.28,5,3,0,1997,20944,29,Luxe,Grand,2024,8,3
ANO000293,2024-08-29,Villa moderne Tétouan,Tetouan,Centre,Villa,Location,7765,267.9,4,2,0,2009,29,17,Economique,Grand,2024,8,3
ANO001042,2024-08-29,Appartement à location - Meknès,Meknes,Hamria,Appartement,Location,2028,81.52,3,2,0,2015,25,11,Economique,Moyen,2024,8,3
ANO001163,2024-08-29,Appartement moderne Agadir,Agadir,Talborjt,Appartement,Vente,733623,101.62,3,2,1,2002,7219,24,Moyen,Moyen,2024,8,3
ANO001219,2024-08-29,Villa à vente - Marrakech,Marrakech,Targa,Villa,Vente,2274682,279.13,4,3,0,2010,8149,16,Haut Standing,Grand,2024,8,3
ANO000553,2024-08-29,Bureau à vente - Tétouan,Tetouan,M'diq,Bureau,Vente,1267384,172.7,0,0,3,2001,7339,25,Haut Standing,Grand,2024,8,3
ANO001350,2024-08-31,Terrain à location - Tétouan,Tetouan,M'diq,Terrain,Location,6578,287.48,0,0,0,2013,23,13,Economique,Grand,2024,8,3
ANO001459,2024-09-02,Appartement à location - Tanger,Tanger,Malabata,Appartement,Location,2677,101.15,3,1,3,1991,26,35,Economique,Moyen,2024,9,3
ANO001134,2024-09-02,Appartement moderne Casablanca,Casablanca,Maarif,Appartement,Vente,501472,97.29,2,1,2,2008,5154,18,Moyen,Moyen,2024,9,3
ANO000313,2024-09-03,Appartement 102m² Hay Essalam,Kenitra,Hay Essalam,Appartement,Vente,1591507,102.71,3,1,0,2011,15495,15,Haut Standing,Moyen,2024,9,3
ANO000697,2024-09-04,Appartement moderne Fès,Fes,Ville Nouvelle,Appartement,Vente,1818701,121.31,2,1,1,2004,14992,22,Haut Standing,Moyen,2024,9,3
ANO001328,2024-09-04,Beau Bureau Agadir,Agadir,Centre,Bureau,Vente,1856246,246.08,0,0,8,2001,7543,25,Haut Standing,Grand,2024,9,3
ANO000211,2024-09-05,Beau Villa Kenitra,Kenitra,Centre,Villa,Vente,1353768,372.36,4,2,0,2008,3636,18,Haut Standing,Grand,2024,9,3
ANO001321,2024-09-05,Beau Appartement Marrakech,Marrakech,Medina,Appartement,Location,6829,132.26,3,1,5,2010,52,16,Economique,Moyen,2024,9,3
ANO000709,2024-09-06,Villa 293m² Ville Nouvelle,Fes,Ville Nouvelle,Villa,Vente,2211233,293.77,3,2,0,1982,7527,44,Haut Standing,Grand,2024,9,3
ANO001369,2024-09-07,Beau Appartement Rabat,Rabat,Hay Riad,Appartement,Vente,542483,91.08,3,1,0,2000,5956,26,Moyen,Moyen,2024,9,3
ANO001079,2024-09-07,Terrain moderne Marrakech,Marrakech,Medina,Terrain,Location,1663,322.74,0,0,0,2018,5,8,Economique,Grand,2024,9,3
ANO001021,2024-09-08,Beau Appartement Meknès,Meknes,Ville Nouvelle,Appartement,Vente,588094,76.68,2,1,2,2009,7669,17,Moyen,Petit,2024,9,3
ANO000790,2024-09-11,Duplex à vente - Tanger,Tanger,Iberia,Duplex,Vente,775585,94.17,2,2,8,2019,8236,7,Moyen,Moyen,2024,9,3
ANO000720,2024-09-12,Beau Appartement Agadir,Agadir,Talborjt,Appartement,Vente,511874,117.04,2,2,1,2014,4373,12,Moyen,Moyen,2024,9,3
ANO000332,2024-09-12,Villa 169m² Maarif,Casablanca,Maarif,Villa,Location,7436,169.87,6,3,0,2005,44,21,Economique,Grand,2024,9,3
ANO000815,2024-09-12,Appartement 102m² Souissi,Rabat,Souissi,Appartement,Location,1580,102.24,1,1,7,1992,15,34,Economique,Moyen,2024,9,3
ANO000366,2024-09-12,Villa moderne Marrakech,Marrakech,Medina,Villa,Location,23516,256.29,3,2,0,1994,92,32,Economique,Grand,2024,9,3
ANO001030,2024-09-13,Terrain 65m² Maarif,Casablanca,Maarif,Terrain,Vente,1165691,65.87,0,0,0,2000,17697,26,Haut Standing,Petit,2024,9,3
ANO000437,2024-09-13,Beau Bureau Oujda,Oujda,Hay Qods,Bureau,Location,6537,138.99,0,0,2,2009,47,17,Economique,Moyen,2024,9,3
ANO000275,2024-09-16,Villa à location - Rabat,Rabat,Hay Riad,Villa,Location,13398,220.97,4,3,0,1993,61,33,Economique,Grand,2024,9,3
ANO000763,2024-09-16,Beau Appartement Casablanca,Casablanca,Hay Mohammadi,Appartement,Vente,644007,78.71,4,3,0,2004,8182,22,Moyen,Petit,2024,9,3
ANO001463,2024-09-17,Duplex moderne Marrakech,Marrakech,Medina,Duplex,Location,5553,78.37,2,2,2,2011,71,15,Economique,Petit,2024,9,3
ANO000356,2024-09-17,Beau Terrain Tétouan,Tetouan,Centre,Terrain,Vente,464099,144.64,0,0,0,2019,3209,7,Moyen,Moyen,2024,9,3
ANO000183,2024-09-17,Appartement moderne Tanger,Tanger,Iberia,Appartement,Location,2477,79.92,1,1,4,2012,31,14,Economique,Petit,2024,9,3
ANO000725,2024-09-18,Appartement à location - Tanger,Tanger,Malabata,Appartement,Location,2046,88.79,1,1,3,2003,23,23,Economique,Moyen,2024,9,3
ANO000254,2024-09-18,Beau Appartement Marrakech,Marrakech,Targa,Appartement,Vente,634037,70.61,2,1,2,2010,8979,16,Moyen,Petit,2024,9,3
ANO000150,2024-09-20,Beau Villa Tanger,Tanger,Iberia,Villa,Location,18361,208.89,4,2,0,2001,88,25,Economique,Grand,2024,9,3
ANO000155,2024-09-20,Bureau 128m² Hay Qods,Oujda,Hay Qods,Bureau,Vente,920110,128.56,0,0,3,2009,7157,17,Moyen,Moyen,2024,9,3
ANO000730,2024-09-21,Terrain à vente - Agadir,Agadir,Centre,Terrain,Vente,720004,248.49,0,0,0,2014,2898,12,Moyen,Grand,2024,9,3
ANO000078,2024-09-21,Appartement à vente - Meknès,Meknes,Hamria,Appartement,Vente,575975,86.14,4,1,0,2004,6686,22,Moyen,Moyen,2024,9,3
ANO000377,2024-09-21,Appartement moderne Agadir,Agadir,Talborjt,Appartement,Vente,542303,93.22,2,1,1,2012,5817,14,Moyen,Moyen,2024,9,3
ANO000702,2024-09-21,Bureau moderne Meknès,Meknes,Hamria,Bureau,Vente,1650174,72.42,0,0,7,2023,22786,3,Haut Standing,Petit,2024,9,3
ANO001457,2024-09-22,Appartement à vente - Meknès,Meknes,Hamria,Appartement,Vente,469302,90.58,2,1,1,1996,5181,30,Moyen,Moyen,2024,9,3
ANO000739,2024-09-23,Villa à vente - Rabat,Rabat,Hay Riad,Villa,Vente,5294937,271.27,4,2,0,2002,19519,24,Luxe,Grand,2024,9,3
ANO000089,2024-09-23,Villa moderne Agadir,Agadir,Talborjt,Villa,Vente,5621148,150.18,6,3,0,2023,37429,3,Luxe,Grand,2024,9,3
ANO000881,2024-09-23,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Location,10895,79.55,1,1,0,2003,137,23,Economique,Petit,2024,9,3
ANO001048,2024-09-24,Villa 242m² Non spécifié,Casablanca,Non spécifié,Villa,Vente,2809159,242.07,4,3,0,1990,11605,36,Haut Standing,Grand,2024,9,3
ANO000976,2024-09-24,Terrain moderne Tétouan,Tetouan,Centre,Terrain,Vente,875672,286.05,0,0,0,2011,3061,15,Moyen,Grand,2024,9,3
ANO000647,2024-09-25,Appartement 87m² Fès,Fes,Ville Nouvelle,Appartement,Vente,680294,87.45,2,2,0,2002,7779,24,Moyen,Moyen,2024,9,3
ANO000614,2024-09-25,Villa moderne Tanger,Tanger,Centre Ville,Villa,Location,8384,239.72,6,2,0,1994,35,32,Economique,Grand,2024,9,3
ANO000863,2024-09-25,Appartement moderne Oujda,Oujda,Centre,Appartement,Vente,391690,79.93,2,2,0,2012,4900,14,Moyen,Petit,2024,9,3
ANO000194,2024-09-25,Appartement moderne Rabat,Rabat,Ocean,Appartement,Location,2749,93.46,3,2,4,1993,29,33,Economique,Moyen,2024,9,3
ANO001158,2024-09-26,Beau Appartement Meknès,Meknes,Hamria,Appartement,Location,2161,86.31,3,2,4,2001,25,25,Economique,Moyen,2024,9,3
ANO000381,2024-09-26,Terrain à vente - Rabat,Rabat,Hay Riad,Terrain,Vente,710731,465.08,0,0,0,1997,1528,29,Moyen,Grand,2024,9,3
ANO000182,2024-09-26,Beau Appartement Tétouan,Tetouan,M'diq,Appartement,Vente,722988,2500.0,3,2,3,2011,289,15,Moyen,Grand,2024,9,3
ANO001114,2024-09-27,Beau Bureau Fès,Fes,Ville Nouvelle,Bureau,Vente,1918544,148.24,0,0,3,1994,12942,32,Haut Standing,Moyen,2024,9,3
ANO000382,2024-09-27,Beau Terrain Oujda,Oujda,Centre,Terrain,Vente,837673,279.23,0,0,0,2010,3000,16,Moyen,Grand,2024,9,3
ANO001405,2024-09-28,Villa moderne Marrakech,Marrakech,Targa,Villa,Vente,2598922,101.25,4,2,0,2008,25668,18,Haut Standing,Moyen,2024,9,3
ANO001481,2024-09-29,Villa 267m² Talborjt,Agadir,Talborjt,Villa,Location,6086,267.85,5,2,0,2014,23,12,Economique,Grand,2024,9,3
ANO000265,2024-09-29,Beau Villa Kenitra,Kenitra,Centre,Villa,Vente,2335789,147.86,4,2,0,2009,15797,17,Haut Standing,Moyen,2024,9,3
ANO000501,2024-09-30,Appartement moderne Kenitra,Kenitra,Hay Essalam,Appartement,Vente,643403,71.22,3,2,1,2003,9034,23,Moyen,Petit,2024,9,3
ANO001409,2024-09-30,Appartement à vente - Kenitra,Kenitra,Centre,Appartement,Vente,385192,98.0,2,2,5,2024,3931,2,Moyen,Moyen,2024,9,3
ANO000984,2024-10-03,Villa à location - Casablanca,Casablanca,Bourgogne,Villa,Location,5539,346.48,4,3,0,2011,16,15,Economique,Grand,2024,10,4
ANO000426,2024-10-04,Appartement moderne Meknès,Meknes,Hamria,Appartement,Vente,567006,142.98,2,1,4,2013,3966,13,Moyen,Moyen,2024,10,4
ANO000750,2024-10-04,Appartement 2500m² Agadir,Agadir,Talborjt,Appartement,Vente,1467875,2500.0,1,1,0,2017,587,9,Haut Standing,Grand,2024,10,4
ANO001142,2024-10-04,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,45000,40.6,1,1,3,2018,1108,8,Economique,Petit,2024,10,4
ANO000260,2024-10-04,Beau Bureau Oujda,Oujda,Hay Qods,Bureau,Vente,1100993,117.02,0,0,8,2014,9409,12,Haut Standing,Moyen,2024,10,4
ANO000362,2024-10-04,Appartement 94m² Centre,Kenitra,Centre,Appartement,Vente,2830699,94.55,3,1,2,2010,29939,16,Haut Standing,Moyen,2024,10,4
ANO001414,2024-10-06,Villa moderne Meknès,Meknes,Hamria,Villa,Vente,5882654,102.65,5,2,0,2017,57308,9,Luxe,Moyen,2024,10,4
ANO001164,2024-10-07,Villa moderne Agadir,Agadir,Centre,Villa,Vente,3603601,223.84,4,3,0,2008,16099,18,Luxe,Grand,2024,10,4
ANO000219,2024-10-07,Terrain 307m² Hay Essalam,Kenitra,Hay Essalam,Terrain,Vente,1572008,307.11,0,0,0,2010,5119,16,Haut Standing,Grand,2024,10,4
ANO000540,2024-10-07,Appartement moderne Meknès,Meknes,Hamria,Appartement,Vente,459785,74.34,2,2,1,2019,6185,7,Moyen,Petit,2024,10,4
ANO000221,2024-10-08,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Vente,481161,71.33,2,2,4,2009,6746,17,Moyen,Petit,2024,10,4
ANO000865,2024-10-08,Appartement moderne Kenitra,Kenitra,Centre,Appartement,Vente,544861,86.45,4,2,7,2010,6303,16,Moyen,Moyen,2024,10,4
ANO000240,2024-10-09,Appartement à vente - Meknès,Meknes,Hamria,Appartement,Vente,568036,75.91,3,2,4,2008,7483,18,Moyen,Petit,2024,10,4
ANO000665,2024-10-09,Villa moderne Tétouan,Tetouan,Centre,Villa,Vente,7783370,306.66,5,2,0,2012,25381,14,Luxe,Grand,2024,10,4
ANO001413,2024-10-12,Beau Appartement Meknès,Meknes,Hamria,Appartement,Location,2889,76.32,3,1,7,2021,38,5,Economique,Petit,2024,10,4
ANO001367,2024-10-12,Beau Bureau Agadir,Agadir,Centre,Bureau,Vente,1147132,122.89,0,0,6,1997,9335,29,Haut Standing,Moyen,2024,10,4
ANO000404,2024-10-12,Appartement à vente - Fès,Fes,Ville Nouvelle,Appartement,Vente,2699831,53.9,3,1,1,1989,50090,37,Haut Standing,Petit,2024,10,4
ANO000851,2024-10-12,Beau Bureau Marrakech,Marrakech,Medina,Bureau,Vente,565607,44.8,0,0,3,2024,12625,2,Moyen,Petit,2024,10,4
ANO000479,2024-10-13,Beau Appartement Meknès,Meknes,Hamria,Appartement,Vente,529945,92.06,1,1,2,2008,5757,18,Moyen,Moyen,2024,10,4
ANO001003,2024-10-13,Beau Appartement Agadir,Agadir,Talborjt,Appartement,Vente,2194415,46.32,2,1,2,2018,47375,8,Haut Standing,Petit,2024,10,4
ANO000645,2024-10-13,Beau Appartement Oujda,Oujda,Centre,Appartement,Location,1977,82.35,2,3,6,2024,24,2,Economique,Moyen,2024,10,4
ANO001450,2024-10-13,Beau Appartement Rabat,Rabat,Ocean,Appartement,Vente,360139,61.49,2,2,3,1991,5857,35,Moyen,Petit,2024,10,4
ANO001065,2024-10-14,Terrain à vente - Agadir,Agadir,Hay Mohammadi,Terrain,Vente,1484496,225.88,0,0,0,2009,6572,17,Haut Standing,Grand,2024,10,4
ANO001252,2024-10-14,Appartement moderne Meknès,Meknes,Hamria,Appartement,Vente,496213,67.69,2,2,2,2008,7331,18,Moyen,Petit,2024,10,4
ANO001203,2024-10-15,Beau Appartement Rabat,Rabat,Souissi,Appartement,Vente,456418,112.05,2,1,2,1979,4073,47,Moyen,Moyen,2024,10,4
ANO001329,2024-10-15,Appartement moderne Agadir,Agadir,Centre,Appartement,Vente,579146,32.95,3,2,3,2014,17577,12,Moyen,Petit,2024,10,4
ANO000975,2024-10-15,Terrain moderne Casablanca,Casablanca,Hay Mohammadi,Terrain,Location,2966,292.3,0,0,0,2001,10,25,Economique,Grand,2024,10,4
ANO001318,2024-10-16,Appartement à vente - Marrakech,Marrakech,Medina,Appartement,Vente,1666287,139.6,3,1,2,2014,11936,12,Haut Standing,Moyen,2024,10,4
ANO001312,2024-10-16,Villa moderne Casablanca,Casablanca,Hay Mohammadi,Villa,Vente,7141270,254.81,4,3,0,2005,28026,21,Luxe,Grand,2024,10,4
ANO001206,2024-10-16,Appartement moderne Casablanca,Casablanca,Hay Mohammadi,Appartement,Vente,638157,60.35,1,1,0,1995,10574,31,Moyen,Petit,2024,10,4
ANO000597,2024-10-16,Beau Appartement Fès,Fes,Zouagha,Appartement,Vente,588301,118.51,4,2,5,1971,4964,55,Moyen,Moyen,2024,10,4
ANO001230,2024-10-16,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,581773,116.88,3,1,0,2008,4978,18,Moyen,Moyen,2024,10,4
ANO000001,2024-10-16,Appartement à location - Rabat,Rabat,Hassan,Appartement,Location,2438,81.54,2,1,1,2009,30,17,Economique,Moyen,2024,10,4
ANO000153,2024-10-16,Appartement moderne Fès,Fes,Zouagha,Appartement,Vente,537156,59.12,1,1,8,1991,9086,35,Moyen,Petit,2024,10,4
ANO001026,2024-10-16,Appartement moderne Casablanca,Casablanca,Non spécifié,Appartement,Location,3073,104.38,2,2,4,2004,29,22,Economique,Moyen,2024,10,4
ANO000821,2024-10-17,Beau Villa Oujda,Oujda,Hay Qods,Villa,Vente,2237978,309.41,4,2,0,2013,7233,13,Haut Standing,Grand,2024,10,4
ANO000180,2024-10-18,Beau Appartement Meknès,Meknes,Hamria,Appartement,Vente,503853,110.16,3,2,1,2005,4574,21,Moyen,Moyen,2024,10,4
ANO001070,2024-10-18,Appartement 107m² Talborjt,Agadir,Talborjt,Appartement,Vente,649623,107.51,2,1,6,2011,6042,15,Moyen,Moyen,2024,10,4
ANO000694,2024-10-18,Appartement moderne Casablanca,Casablanca,Bourgogne,Appartement,Vente,1819924,85.01,3,2,2,2009,21408,17,Haut Standing,Moyen,2024,10,4
ANO000966,2024-10-19,Beau Appartement Kenitra,Kenitra,Centre,Appartement,Vente,1021149,32.9,2,2,0,2010,31038,16,Haut Standing,Petit,2024,10,4
ANO000157,2024-10-19,Beau Bureau Kenitra,Kenitra,Hay Essalam,Bureau,Vente,987800,96.97,0,0,3,2007,10187,19,Moyen,Moyen,2024,10,4
ANO001223,2024-10-20,Beau Appartement Casablanca,Casablanca,Ain Diab,Appartement,Vente,637766,99.76,4,3,4,1997,6393,29,Moyen,Moyen,2024,10,4
ANO000147,2024-10-20,Terrain moderne Kenitra,Kenitra,Centre,Terrain,Location,1156,293.33,0,0,0,2008,4,18,Economique,Grand,2024,10,4
ANO000005,2024-10-20,Villa moderne Oujda,Oujda,Centre,Villa,Vente,6362943,96.94,4,2,0,2009,65638,17,Luxe,Moyen,2024,10,4
ANO000319,2024-10-21,Villa 339m² Meknès,Meknes,Hamria,Villa,Vente,2158924,339.38,4,2,0,2012,6361,14,Haut Standing,Grand,2024,10,4
ANO000592,2024-10-22,Appartement moderne Agadir,Agadir,Hay Mohammadi,Appartement,Vente,573353,66.44,3,1,1,1999,8630,27,Moyen,Petit,2024,10,4
ANO000193,2024-10-24,Appartement moderne Rabat,Rabat,Hassan,Appartement,Location,2313,104.27,2,1,6,1977,22,49,Economique,Moyen,2024,10,4
ANO001404,2024-10-25,Appartement 78m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,414874,78.59,2,1,6,2005,5279,21,Moyen,Petit,2024,10,4
ANO000041,2024-10-25,Villa à vente - Marrakech,Marrakech,Medina,Villa,Vente,7186548,177.25,4,2,0,2021,40545,5,Luxe,Grand,2024,10,4
ANO001454,2024-10-25,Beau Villa Oujda,Oujda,Hay Qods,Villa,Location,28081,274.59,4,3,0,2003,102,23,Economique,Grand,2024,10,4
ANO001368,2024-10-25,Terrain 462m² Maarif,Casablanca,Maarif,Terrain,Vente,566349,462.13,0,0,0,2013,1226,13,Moyen,Grand,2024,10,4
ANO000335,2024-10-26,Beau Terrain Marrakech,Marrakech,Targa,Terrain,Vente,817889,222.37,0,0,0,2015,3678,11,Moyen,Grand,2024,10,4
ANO001408,2024-10-26,Beau Appartement Casablanca,Casablanca,Bourgogne,Appartement,Vente,651373,84.86,3,1,0,2017,7676,9,Moyen,Moyen,2024,10,4
ANO000137,2024-10-27,Villa 291m² Souissi,Rabat,Souissi,Villa,Location,9041,291.16,4,3,0,2010,31,16,Economique,Grand,2024,10,4
ANO000056,2024-10-28,Beau Appartement Kenitra,Kenitra,Centre,Appartement,Location,2398,105.55,3,2,3,2024,23,2,Economique,Moyen,2024,10,4
ANO000856,2024-10-28,Appartement 60m² Ville Nouvelle,Fes,Ville Nouvelle,Appartement,Vente,501028,60.1,3,2,9,2009,8337,17,Moyen,Petit,2024,10,4
ANO000084,2024-10-28,Beau Villa Tanger,Tanger,Iberia,Villa,Vente,6607473,149.13,4,3,0,2017,44307,9,Luxe,Moyen,2024,10,4
ANO000167,2024-10-29,Bureau à location - Agadir,Agadir,Hay Mohammadi,Bureau,Location,3399,64.69,0,0,3,2017,53,9,Economique,Petit,2024,10,4
ANO000484,2024-10-29,Beau Appartement Agadir,Agadir,Talborjt,Appartement,Location,8034,92.72,3,2,0,2023,87,3,Economique,Moyen,2024,10,4
ANO001499,2024-10-29,Appartement 126m² Centre,Oujda,Centre,Appartement,Vente,652804,126.93,4,3,0,2012,5143,14,Moyen,Moyen,2024,10,4
ANO000256,2024-10-30,Beau Appartement Fès,Fes,Zouagha,Appartement,Vente,465619,84.13,2,1,2,2024,5535,2,Moyen,Moyen,2024,10,4
ANO001433,2024-10-31,Appartement 88m² Centre,Agadir,Centre,Appartement,Location,1694,88.16,1,1,2,2002,19,24,Economique,Moyen,2024,10,4
ANO000687,2024-10-31,Villa 265m² Ain Diab,Casablanca,Ain Diab,Villa,Vente,6393842,265.49,4,2,0,2012,24083,14,Luxe,Grand,2024,10,4
ANO001353,2024-10-31,Appartement moderne Tanger,Tanger,Iberia,Appartement,Vente,725464,96.22,3,1,0,2017,7540,9,Moyen,Moyen,2024,10,4
ANO000223,2024-11-01,Villa moderne Meknès,Meknes,Hamria,Villa,Vente,2072511,370.32,3,2,0,1988,5597,38,Haut Standing,Grand,2024,11,4
ANO001200,2024-11-02,Appartement 93m² Californie,Casablanca,Californie,Appartement,Vente,670856,93.4,2,1,4,1996,7183,30,Moyen,Moyen,2024,11,4
ANO000392,2024-11-02,Bureau moderne Casablanca,Casablanca,Bourgogne,Bureau,Vente,1174963,89.84,0,0,8,1995,13078,31,Haut Standing,Moyen,2024,11,4
ANO000457,2024-11-02,Appartement 62m² Targa,Marrakech,Targa,Appartement,Location,7291,62.88,2,1,0,2008,116,18,Economique,Petit,2024,11,4
ANO000455,2024-11-02,Beau Villa Agadir,Agadir,Talborjt,Villa,Location,24717,172.15,4,3,0,2019,144,7,Economique,Grand,2024,11,4
ANO000400,2024-11-03,Appartement à location - Tanger,Tanger,Iberia,Appartement,Location,8884,90.6,1,1,0,2020,98,6,Economique,Moyen,2024,11,4
ANO000509,2024-11-03,Duplex moderne Tétouan,Tetouan,M'diq,Duplex,Vente,1576676,204.44,4,2,5,2024,7712,2,Haut Standing,Grand,2024,11,4
ANO000848,2024-11-03,Terrain à vente - Oujda,Oujda,Centre,Terrain,Vente,422449,273.96,0,0,0,2007,1542,19,Moyen,Grand,2024,11,4
ANO000748,2024-11-04,Terrain 537m² Non spécifié,Casablanca,Non spécifié,Terrain,Vente,975324,537.17,0,0,0,1976,1816,50,Moyen,Grand,2024,11,4
ANO000403,2024-11-04,Appartement à location - Agadir,Agadir,Centre,Appartement,Location,1863,68.43,4,2,1,1998,27,28,Economique,Petit,2024,11,4
ANO000950,2024-11-06,Appartement 69m² Centre,Tetouan,Centre,Appartement,Vente,449529,69.8,2,1,0,2005,6440,21,Moyen,Petit,2024,11,4
ANO000209,2024-11-06,Terrain à location - Rabat,Rabat,Souissi,Terrain,Location,5112,238.65,0,0,0,1985,21,41,Economique,Grand,2024,11,4
ANO000205,2024-11-06,Villa 159m² Kenitra,Kenitra,Centre,Villa,Location,9360,159.96,3,2,0,2024,59,2,Economique,Grand,2024,11,4
ANO001313,2024-11-09,Villa moderne Kenitra,Kenitra,Centre,Villa,Vente,30000,143.38,3,1,0,2007,209,19,Economique,Moyen,2024,11,4
ANO000717,2024-11-09,Appartement moderne Rabat,Rabat,Agdal,Appartement,Location,2150,43.92,4,2,2,1997,49,29,Economique,Petit,2024,11,4
ANO000931,2024-11-09,Appartement 71m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,2238012,71.06,1,1,7,2006,31495,20,Haut Standing,Petit,2024,11,4
ANO000640,2024-11-09,Beau Appartement Tanger,Tanger,Malabata,Appartement,Location,1902,80.8,3,2,1,2006,24,20,Economique,Moyen,2024,11,4
ANO000624,2024-11-10,Villa à vente - Meknès,Meknes,Hamria,Villa,Vente,1994593,161.54,6,4,0,2011,12347,15,Haut Standing,Grand,2024,11,4
ANO001175,2024-11-10,Appartement moderne Casablanca,Casablanca,Anfa,Appartement,Vente,1613734,125.73,4,3,0,1991,12835,35,Haut Standing,Moyen,2024,11,4
ANO000943,2024-11-11,Appartement moderne Tétouan,Tetouan,M'diq,Appartement,Vente,2498757,83.45,2,1,0,2017,29943,9,Haut Standing,Moyen,2024,11,4
ANO000755,2024-11-11,Beau Appartement Casablanca,Casablanca,Maarif,Appartement,Vente,2494313,58.22,2,1,2,2010,42843,16,Haut Standing,Petit,2024,11,4
ANO000406,2024-11-11,Villa 3000m² Centre Ville,Tanger,Centre Ville,Villa,Vente,2823871,3000.0,3,1,0,2012,941,14,Haut Standing,Grand,2024,11,4
ANO000402,2024-11-11,Appartement 86m² Gueliz,Marrakech,Gueliz,Appartement,Vente,615196,86.22,2,1,0,2010,7135,16,Moyen,Moyen,2024,11,4
